latitude,longitude,date_time,crime_type,safety_level
17.756211,83.217997,2023-11-03 20:07:00,theft,1
17.652793,83.307932,2023-11-03 18:40:00,minor altercation,1
17.668042,83.313578,2023-12-13 19:09:00,None,0
17.777682,83.27058,2023-10-27 09:29:00,None,0
17.667612,83.33742,2023-12-27 09:44:00,None,0
17.741379,83.291106,2023-12-05 16:43:00,assault,2
17.71765,83.208042,2023-04-06 10:53:00,None,0
17.671891,83.243529,2023-04-03 13:50:00,minor altercation,1
17.706502,83.318749,2023-02-13 09:35:00,None,0
17.685328,83.313063,2023-01-04 08:24:00,None,0
17.709024,83.256598,2023-08-01 11:11:00,theft,1
17.755493,83.207301,2023-08-17 19:43:00,None,0
17.698363,83.214659,2023-07-13 18:24:00,minor altercation,1
17.780637,83.219747,2023-12-28 23:11:00,assault,2
17.76247,83.304206,2023-02-17 12:32:00,None,0
17.685445,83.300168,2023-12-01 11:44:00,None,0
17.700526,83.21009,2023-10-24 03:37:00,theft,1
17.757262,83.271081,2023-03-11 05:33:00,robbery,2
17.676255,83.275936,2023-10-22 00:16:00,minor altercation,1
17.687431,83.210169,2023-01-06 08:13:00,None,0
17.665937,83.266237,2023-04-22 19:41:00,minor altercation,1
17.663937,83.320353,2023-08-27 18:08:00,theft,1
17.718661,83.229123,2023-07-18 11:08:00,theft,1
17.677457,83.304015,2023-05-03 09:07:00,None,0
17.758688,83.228572,2023-07-09 02:34:00,None,0
17.697127,83.344686,2023-12-22 06:30:00,None,0
17.651583,83.278497,2023-05-14 04:19:00,minor altercation,1
17.795517,83.225831,2023-11-02 16:48:00,minor altercation,1
17.714487,83.242487,2023-09-20 03:22:00,None,0
17.752303,83.243303,2023-06-27 20:51:00,robbery,2
17.678286,83.332324,2023-01-04 17:23:00,theft,1
17.684263,83.309075,2023-03-26 12:01:00,theft,1
17.782752,83.250757,2023-07-14 20:50:00,theft,1
17.674699,83.248399,2023-09-23 04:19:00,None,0
17.667947,83.318372,2023-03-27 08:37:00,theft,1
17.653203,83.256665,2023-08-13 23:12:00,minor altercation,1
17.677655,83.207707,2023-09-03 14:21:00,None,0
17.795223,83.318851,2023-08-10 14:36:00,assault,2
17.676346,83.219824,2023-06-17 23:26:00,None,0
17.736287,83.33666,2023-05-18 06:53:00,robbery,2
17.793938,83.241771,2023-02-27 18:27:00,assault,2
17.715844,83.2531,2023-12-28 14:11:00,robbery,2
17.673291,83.298225,2023-02-23 08:39:00,theft,1
17.713408,83.256864,2023-09-21 11:03:00,assault,2
17.723383,83.300319,2023-03-01 02:07:00,assault,2
17.776069,83.308947,2023-06-02 06:34:00,assault,2
17.740745,83.205932,2023-05-18 12:43:00,None,0
17.699334,83.285384,2023-11-06 07:33:00,robbery,2
17.662396,83.30291,2023-02-24 14:51:00,harassment,2
17.739832,83.246334,2023-12-07 22:02:00,harassment,2
17.772744,83.331493,2023-12-02 12:08:00,robbery,2
17.660937,83.3422,2023-02-01 07:31:00,harassment,2
17.682406,83.25386,2023-03-10 19:35:00,assault,2
17.756538,83.264939,2023-03-09 02:20:00,minor altercation,1
17.727434,83.227981,2023-01-10 20:45:00,theft,1
17.711095,83.245967,2023-02-16 01:24:00,assault,2
17.713858,83.312894,2023-06-23 07:26:00,robbery,2
17.745758,83.204855,2023-04-07 17:12:00,robbery,2
17.654197,83.22143,2023-06-05 09:31:00,minor altercation,1
17.671528,83.263959,2023-11-08 06:04:00,harassment,2
17.685151,83.23259,2023-01-23 12:28:00,None,0
17.772509,83.26586,2023-05-15 11:55:00,None,0
17.685639,83.317646,2023-11-28 17:24:00,theft,1
17.768019,83.236535,2023-11-02 00:03:00,None,0
17.73629,83.326792,2023-07-11 16:46:00,theft,1
17.773404,83.262395,2023-10-20 11:53:00,robbery,2
17.670191,83.227518,2023-05-29 15:44:00,robbery,2
17.781844,83.303577,2023-01-20 12:56:00,None,0
17.741665,83.2283,2023-12-25 23:32:00,assault,2
17.709407,83.285338,2023-12-18 10:21:00,theft,1
17.666729,83.300342,2023-07-06 10:19:00,robbery,2
17.772168,83.256758,2023-04-25 21:37:00,None,0
17.741298,83.304049,2023-07-26 04:39:00,None,0
17.724509,83.335623,2023-01-26 19:47:00,None,0
17.783901,83.247331,2023-09-22 10:27:00,minor altercation,1
17.789207,83.21592,2023-12-25 02:22:00,theft,1
17.684466,83.317466,2023-12-04 03:47:00,theft,1
17.677059,83.260234,2023-02-23 05:50:00,minor altercation,1
17.774532,83.209664,2023-07-30 10:55:00,minor altercation,1
17.680934,83.224182,2023-01-21 04:36:00,assault,2
17.671558,83.334355,2023-08-29 07:14:00,minor altercation,1
17.675884,83.237162,2023-02-13 16:41:00,None,0
17.684861,83.215883,2023-07-22 13:07:00,harassment,2
17.74448,83.217614,2023-06-27 11:28:00,harassment,2
17.679272,83.278965,2023-01-29 19:41:00,minor altercation,1
17.669093,83.263067,2023-12-23 09:35:00,None,0
17.692257,83.218233,2023-08-11 01:29:00,robbery,2
17.797028,83.206009,2023-10-21 00:26:00,theft,1
17.79242,83.204858,2023-07-07 11:24:00,None,0
17.728564,83.342867,2023-02-04 15:26:00,robbery,2
17.788587,83.318174,2023-02-06 21:14:00,None,0
17.715058,83.306641,2023-09-27 19:56:00,theft,1
17.743794,83.204181,2023-06-09 02:40:00,minor altercation,1
17.658408,83.318167,2023-01-09 01:21:00,minor altercation,1
17.70412,83.232767,2023-12-06 10:21:00,theft,1
17.672106,83.268195,2023-09-06 16:17:00,minor altercation,1
17.661767,83.336807,2023-11-15 15:17:00,harassment,2
17.793726,83.259498,2023-10-22 21:58:00,None,0
17.699878,83.20665,2023-10-25 23:48:00,None,0
17.677964,83.220972,2023-09-22 21:40:00,assault,2
17.731543,83.248552,2023-04-08 18:11:00,minor altercation,1
17.759941,83.294239,2023-02-04 11:15:00,None,0
17.735982,83.295605,2023-10-31 06:57:00,theft,1
17.701544,83.247022,2023-02-06 02:10:00,minor altercation,1
17.658534,83.324754,2023-08-25 14:02:00,None,0
17.728702,83.243605,2023-09-27 20:41:00,minor altercation,1
17.751225,83.270722,2023-11-23 11:06:00,None,0
17.771472,83.297776,2023-01-22 14:58:00,None,0
17.715234,83.307365,2023-12-25 02:06:00,harassment,2
17.667353,83.213152,2023-04-30 07:16:00,robbery,2
17.710084,83.250766,2023-02-21 06:32:00,theft,1
17.673449,83.23298,2023-12-05 00:30:00,minor altercation,1
17.761272,83.275513,2023-07-15 16:40:00,robbery,2
17.757952,83.345783,2023-01-02 23:56:00,None,0
17.733171,83.345127,2023-11-28 06:11:00,minor altercation,1
17.78131,83.240664,2023-11-16 09:22:00,robbery,2
17.694032,83.23196,2023-05-29 09:30:00,assault,2
17.69827,83.262438,2023-12-02 13:14:00,None,0
17.696664,83.301291,2023-08-06 04:18:00,assault,2
17.679233,83.312776,2023-05-25 12:32:00,robbery,2
17.751523,83.260413,2023-08-17 02:23:00,theft,1
17.691077,83.265838,2023-03-26 03:18:00,robbery,2
17.743131,83.282192,2023-10-30 13:15:00,minor altercation,1
17.77844,83.298905,2023-01-11 04:26:00,harassment,2
17.682619,83.245723,2023-11-20 18:25:00,harassment,2
17.723292,83.228004,2023-01-17 22:38:00,assault,2
17.662714,83.312743,2023-07-11 08:35:00,assault,2
17.745716,83.318594,2023-05-18 18:25:00,robbery,2
17.789327,83.318049,2023-10-15 22:56:00,None,0
17.684167,83.235568,2023-04-28 03:20:00,minor altercation,1
17.654228,83.339624,2023-02-11 11:14:00,None,0
17.764431,83.256582,2023-06-26 10:35:00,None,0
17.720223,83.257759,2023-01-07 21:13:00,assault,2
17.740082,83.332404,2023-02-23 12:42:00,theft,1
17.717597,83.292451,2023-04-10 10:31:00,theft,1
17.684455,83.261754,2023-10-23 17:54:00,theft,1
17.654022,83.272168,2023-12-23 06:54:00,theft,1
17.695548,83.231415,2023-02-21 13:31:00,minor altercation,1
17.714636,83.237839,2023-05-24 19:06:00,robbery,2
17.78692,83.313603,2023-08-01 22:35:00,None,0
17.659819,83.204336,2023-08-26 17:26:00,minor altercation,1
17.664117,83.247058,2023-10-08 02:31:00,robbery,2
17.685895,83.223757,2023-11-19 19:51:00,None,0
17.695318,83.349906,2023-05-09 14:54:00,None,0
17.726019,83.220347,2023-02-03 09:45:00,None,0
17.75306,83.340454,2023-09-25 13:34:00,None,0
17.695424,83.280022,2023-05-21 04:40:00,None,0
17.763518,83.314001,2023-07-07 17:52:00,None,0
17.723926,83.250877,2023-05-14 05:32:00,theft,1
17.674617,83.252678,2023-01-05 19:41:00,None,0
17.780931,83.298922,2023-06-30 17:53:00,assault,2
17.783529,83.227924,2023-02-24 00:22:00,robbery,2
17.759813,83.278134,2023-05-25 18:27:00,assault,2
17.776275,83.208149,2023-04-18 18:46:00,theft,1
17.695378,83.347578,2023-08-13 17:45:00,None,0
17.684131,83.207703,2023-12-02 18:36:00,None,0
17.787505,83.257836,2023-02-24 04:14:00,harassment,2
17.727587,83.215137,2023-02-10 04:50:00,harassment,2
17.797007,83.319861,2023-10-22 01:40:00,theft,1
17.653291,83.324506,2023-06-01 22:18:00,None,0
17.699686,83.216441,2023-09-01 00:23:00,None,0
17.76282,83.287904,2023-01-27 06:15:00,theft,1
17.764169,83.280958,2023-11-13 11:55:00,theft,1
17.660193,83.261687,2023-12-11 00:53:00,theft,1
17.753328,83.24276,2023-05-13 23:53:00,None,0
17.672612,83.349655,2023-10-29 22:32:00,None,0
17.730068,83.336338,2023-09-26 20:40:00,minor altercation,1
17.747669,83.315044,2023-11-25 18:16:00,None,0
17.726696,83.23048,2023-02-12 09:05:00,None,0
17.798323,83.284128,2023-01-21 14:22:00,minor altercation,1
17.658119,83.278658,2023-11-21 20:24:00,theft,1
17.774766,83.213985,2023-08-31 02:05:00,None,0
17.728795,83.250313,2023-06-05 15:55:00,theft,1
17.792122,83.277835,2023-12-30 07:22:00,None,0
17.698304,83.214438,2023-06-15 13:41:00,minor altercation,1
17.70063,83.25919,2023-05-08 17:18:00,assault,2
17.672398,83.241046,2023-12-10 03:17:00,minor altercation,1
17.737185,83.204895,2023-11-21 14:32:00,assault,2
17.707372,83.330443,2023-08-04 11:57:00,None,0
17.717673,83.264876,2023-11-15 10:27:00,harassment,2
17.656731,83.347974,2023-02-13 18:36:00,robbery,2
17.785068,83.320068,2023-01-18 16:36:00,None,0
17.768714,83.249537,2023-07-10 14:44:00,minor altercation,1
17.695408,83.25504,2023-04-23 14:45:00,robbery,2
17.656038,83.205837,2023-09-18 12:32:00,None,0
17.77885,83.260141,2023-09-07 01:23:00,harassment,2
17.785693,83.24401,2023-06-03 01:33:00,assault,2
17.677987,83.206693,2023-07-09 12:23:00,None,0
17.779435,83.208389,2023-08-14 13:16:00,minor altercation,1
17.784461,83.343258,2023-10-08 14:10:00,harassment,2
17.753768,83.330791,2023-09-09 02:50:00,harassment,2
17.77386,83.288871,2023-09-05 14:27:00,None,0
17.753503,83.238163,2023-01-06 20:12:00,theft,1
17.686538,83.308506,2023-07-24 15:53:00,harassment,2
17.70164,83.213393,2023-08-11 22:58:00,minor altercation,1
17.744657,83.295378,2023-10-30 19:29:00,theft,1
17.795855,83.304058,2023-07-18 21:59:00,harassment,2
17.692615,83.232842,2023-01-16 06:12:00,theft,1
17.761351,83.219582,2023-10-20 12:01:00,assault,2
17.679926,83.220354,2023-03-13 21:49:00,harassment,2
17.653173,83.223331,2023-02-26 03:50:00,assault,2
17.69245,83.215079,2023-10-29 16:38:00,None,0
17.77639,83.289059,2023-07-21 19:47:00,None,0
17.787401,83.24204,2023-09-09 05:48:00,minor altercation,1
17.759178,83.266633,2023-10-15 02:13:00,minor altercation,1
17.758646,83.220594,2023-11-27 12:06:00,robbery,2
17.748418,83.342828,2023-06-16 08:16:00,None,0
17.657768,83.293841,2023-12-07 20:10:00,None,0
17.719938,83.297308,2023-06-14 09:24:00,None,0
17.749529,83.206522,2023-07-12 18:57:00,theft,1
17.678531,83.267292,2023-02-25 07:12:00,None,0
17.725883,83.219868,2023-02-07 17:13:00,None,0
17.756711,83.238708,2023-12-15 14:35:00,robbery,2
17.672192,83.267264,2023-12-07 10:22:00,theft,1
17.754751,83.297486,2023-03-14 01:15:00,harassment,2
17.659092,83.309232,2023-12-01 20:06:00,None,0
17.669082,83.303832,2023-05-19 06:21:00,minor altercation,1
17.750179,83.304217,2023-02-05 10:12:00,theft,1
17.733855,83.336894,2023-05-13 23:51:00,None,0
17.755071,83.271514,2023-04-05 16:58:00,assault,2
17.77851,83.314839,2023-10-27 22:01:00,None,0
17.762849,83.321309,2023-04-20 06:17:00,None,0
17.776249,83.338898,2023-07-12 13:43:00,assault,2
17.655962,83.333597,2023-01-15 19:57:00,assault,2
17.796777,83.274882,2023-03-01 10:02:00,minor altercation,1
17.768686,83.310559,2023-05-17 17:52:00,None,0
17.739383,83.270207,2023-02-02 12:24:00,None,0
17.71564,83.345787,2023-03-04 05:12:00,harassment,2
17.668623,83.311217,2023-02-21 05:18:00,harassment,2
17.703857,83.214417,2023-12-17 19:08:00,minor altercation,1
17.721685,83.300921,2023-01-16 18:15:00,robbery,2
17.746587,83.212773,2023-10-15 20:07:00,minor altercation,1
17.710304,83.233883,2023-01-25 09:36:00,minor altercation,1
17.707011,83.315825,2023-12-15 18:42:00,None,0
17.798079,83.333927,2023-04-13 10:26:00,None,0
17.656096,83.248988,2023-09-26 18:29:00,harassment,2
17.769348,83.297731,2023-08-07 06:22:00,minor altercation,1
17.736257,83.307782,2023-01-09 20:32:00,None,0
17.681081,83.303605,2023-08-30 05:39:00,minor altercation,1
17.68107,83.317308,2023-05-20 00:26:00,robbery,2
17.759274,83.232067,2023-08-27 21:22:00,robbery,2
17.692054,83.307876,2023-06-17 12:49:00,assault,2
17.713936,83.270061,2023-05-01 16:05:00,assault,2
17.710087,83.285542,2023-07-26 11:02:00,None,0
17.717345,83.262828,2023-09-05 19:14:00,harassment,2
17.73591,83.34286,2023-12-27 09:18:00,None,0
17.75698,83.221397,2023-10-15 04:05:00,harassment,2
17.680348,83.303289,2023-08-22 00:27:00,None,0
17.725269,83.240879,2023-10-04 11:33:00,None,0
17.720765,83.257447,2023-01-07 07:02:00,None,0
17.750179,83.28319,2023-12-01 16:00:00,None,0
17.754809,83.256644,2023-03-31 10:06:00,assault,2
17.789415,83.223698,2023-08-24 00:07:00,None,0
17.796689,83.21877,2023-02-17 16:24:00,robbery,2
17.68054,83.295136,2023-04-18 22:21:00,None,0
17.678478,83.265933,2023-09-22 20:03:00,minor altercation,1
17.715621,83.341962,2023-09-20 04:53:00,None,0
17.676174,83.330686,2023-03-07 07:40:00,robbery,2
17.684243,83.275472,2023-12-15 09:53:00,harassment,2
17.791691,83.344088,2023-02-06 09:04:00,theft,1
17.687142,83.297212,2023-01-29 21:15:00,minor altercation,1
17.742322,83.21492,2023-05-23 18:56:00,harassment,2
17.669623,83.34697,2023-01-02 10:49:00,None,0
17.773797,83.293486,2023-08-19 17:17:00,None,0
17.739676,83.281512,2023-09-08 20:25:00,robbery,2
17.672741,83.249475,2023-12-07 12:17:00,theft,1
17.683239,83.303768,2023-01-09 02:18:00,None,0
17.788978,83.31035,2023-01-30 20:24:00,harassment,2
17.753658,83.220852,2023-09-03 11:19:00,theft,1
17.759767,83.337619,2023-02-25 02:11:00,robbery,2
17.660293,83.343593,2023-06-29 07:41:00,None,0
17.771873,83.240487,2023-12-19 19:50:00,robbery,2
17.761284,83.323846,2023-09-14 23:59:00,robbery,2
17.733176,83.226781,2023-03-31 10:54:00,minor altercation,1
17.7221,83.235176,2023-04-17 22:59:00,minor altercation,1
17.716865,83.214796,2023-04-08 06:45:00,harassment,2
17.779202,83.282549,2023-02-08 14:51:00,None,0
17.766629,83.301732,2023-11-24 11:45:00,assault,2
17.730648,83.222902,2023-02-12 20:34:00,None,0
17.786099,83.255446,2023-05-01 19:28:00,minor altercation,1
17.650916,83.330479,2023-06-08 10:22:00,None,0
17.689132,83.250181,2023-01-17 10:26:00,assault,2
17.666547,83.220387,2023-06-10 03:29:00,theft,1
17.725868,83.272715,2023-08-02 05:09:00,minor altercation,1
17.652433,83.282997,2023-04-24 23:09:00,None,0
17.758432,83.201715,2023-06-18 09:37:00,None,0
17.725507,83.324736,2023-02-22 06:09:00,theft,1
17.742642,83.309387,2023-02-12 13:15:00,robbery,2
17.729572,83.256429,2023-01-16 02:47:00,None,0
17.733767,83.256205,2023-08-13 14:54:00,assault,2
17.759066,83.234922,2023-03-06 22:28:00,minor altercation,1
17.778563,83.343699,2023-11-11 00:48:00,minor altercation,1
17.755275,83.325126,2023-01-22 18:33:00,assault,2
17.684756,83.299789,2023-01-16 23:10:00,assault,2
17.748596,83.327351,2023-06-21 00:48:00,None,0
17.798842,83.291311,2023-03-24 16:33:00,harassment,2
17.780232,83.324709,2023-08-10 16:58:00,None,0
17.70421,83.325747,2023-02-09 15:54:00,assault,2
17.776991,83.204207,2023-07-05 19:49:00,assault,2
17.725056,83.217594,2023-08-30 10:19:00,harassment,2
17.674951,83.338367,2023-10-21 04:03:00,theft,1
17.764981,83.248902,2023-02-09 03:32:00,robbery,2
17.723566,83.24694,2023-08-16 04:36:00,harassment,2
17.762859,83.31757,2023-08-16 19:18:00,None,0
17.700059,83.254074,2023-07-02 02:39:00,robbery,2
17.771069,83.336232,2023-11-21 03:38:00,robbery,2
17.758982,83.233354,2023-10-20 06:21:00,None,0
17.7045,83.265399,2023-03-27 19:19:00,minor altercation,1
17.688328,83.249218,2023-04-19 04:48:00,None,0
17.788254,83.302663,2023-12-02 09:14:00,robbery,2
17.740087,83.252459,2023-10-04 22:02:00,robbery,2
17.701679,83.209564,2023-02-07 01:27:00,None,0
17.654961,83.207584,2023-04-13 01:15:00,None,0
17.74317,83.343835,2023-11-25 19:58:00,theft,1
17.663433,83.24618,2023-10-04 07:51:00,minor altercation,1
17.656823,83.310877,2023-10-27 16:18:00,theft,1
17.679769,83.345864,2023-11-02 22:33:00,robbery,2
