date_time,latitude,longitude,location,crime_type
2023-01-18 00:57:00,17.769928,83.346788,Seethammadhara,Harassment
2023-12-20 10:37:00,17.837868,83.236877,Gopalapatnam,Theft
2023-03-06 21:50:00,17.717026,83.265582,Madhurawada,Harassment
2023-09-16 00:44:00,17.744406,83.267648,Kurmannapalem,Assault
2023-02-21 14:29:00,17.749101,83.255249,MVP Colony,Harassment
2023-01-11 14:46:00,17.775298,83.253862,Pedda Waltair,Theft
2023-10-19 09:58:00,17.815457,83.313062,KRM Colony,Assault
2023-12-17 11:33:00,17.842295,83.163801,Kurmannapalem,Theft
2023-09-01 01:11:00,17.758619,83.181427,Jagadamba Junction,Burglary
2023-08-08 03:10:00,17.786339,83.316044,Dwaraka Nagar,Theft
2023-09-12 00:42:00,17.822065,83.352976,Seethammadhara,Theft
2023-02-27 20:40:00,17.826242,83.252524,Beach Road,Chain Snatching
2023-02-15 00:56:00,17.748637,83.244354,KRM Colony,Assault
2023-05-14 02:03:00,17.810537,83.215673,Gajuwaka,Chain Snatching
2023-11-13 22:39:00,17.704631,83.358556,Madhurawada,Vandalism
2023-08-27 09:17:00,17.777994,83.354803,Gopalapatnam,Theft
2023-11-15 08:43:00,17.693645,83.259627,Kancharapalem,Vandalism
2023-05-06 09:02:00,17.7996,83.284308,MVP Colony,Burglary
2023-05-12 06:57:00,17.732975,83.234972,Dwaraka Nagar,Theft
2023-01-12 06:50:00,17.72427,83.176624,Madhurawada,Theft
2023-11-22 18:04:00,17.843579,83.203869,NAD Junction,Vandalism
2023-09-08 16:42:00,17.721369,83.286385,MVP Colony,Theft
2023-06-01 01:55:00,17.692614,83.309709,MVP Colony,Drunk Driving
2023-05-27 10:04:00,17.783521,83.226635,PM Palem,Burglary
2023-01-09 18:21:00,17.824763,83.350145,Dwaraka Nagar,Chain Snatching
2023-08-26 23:30:00,17.749193,83.320736,PM Palem,Assault
2023-03-23 05:16:00,17.730801,83.341476,KRM Colony,Harassment
2023-08-13 04:32:00,17.684964,83.295228,Pedda Waltair,Harassment
2023-08-13 10:37:00,17.780235,83.296932,PM Palem,Harassment
2023-06-29 04:44:00,17.760146,83.200989,PM Palem,Theft
2023-04-24 15:57:00,17.830645,83.269985,Dwaraka Nagar,Assault
2023-03-22 06:14:00,17.73985,83.252594,Asilmetta,Burglary
2023-02-21 09:23:00,17.754997,83.277812,Dwaraka Nagar,Chain Snatching
2023-11-27 23:41:00,17.775952,83.325051,Madhurawada,Harassment
2023-12-30 09:14:00,17.81371,83.186696,Kancharapalem,Drunk Driving
2023-12-05 00:03:00,17.820721,83.285434,Gajuwaka,Theft
2023-03-21 05:26:00,17.793259,83.184421,NAD Junction,Theft
2023-05-28 18:32:00,17.733808,83.335406,NAD Junction,Theft
2023-11-01 22:02:00,17.74374,83.220509,Madhurawada,Burglary
2023-05-13 21:42:00,17.769804,83.246969,Jagadamba Junction,Drunk Driving
2023-10-30 11:51:00,17.828271,83.234086,KRM Colony,Chain Snatching
2023-07-09 22:42:00,17.841738,83.231017,KRM Colony,Assault
2023-02-26 11:34:00,17.705305,83.263661,Gajuwaka,Drunk Driving
2023-01-25 04:42:00,17.751478,83.303832,Madhurawada,Harassment
2023-10-20 03:46:00,17.822915,83.168585,Kancharapalem,Harassment
2023-08-02 11:00:00,17.793515,83.173713,KRM Colony,Theft
2023-09-08 10:11:00,17.768788,83.34984,Gopalapatnam,Theft
2023-09-29 14:52:00,17.79455,83.213924,Asilmetta,Burglary
2023-12-30 14:58:00,17.81368,83.170183,Dwaraka Nagar,Theft
2023-12-06 04:59:00,17.697288,83.162666,Beach Road,Theft
2023-02-25 04:31:00,17.837212,83.196645,KRM Colony,Assault
2023-09-02 22:35:00,17.771742,83.189352,Jagadamba Junction,Drunk Driving
2023-11-04 19:14:00,17.845988,83.322212,Gajuwaka,Theft
2023-02-19 21:38:00,17.840789,83.351328,Beach Road,Theft
2023-01-20 17:21:00,17.734122,83.211347,Beach Road,Burglary
2023-07-09 14:12:00,17.727744,83.211069,Seethammadhara,Harassment
2023-10-23 19:21:00,17.759164,83.241969,Madhurawada,Theft
2023-05-02 20:35:00,17.815973,83.266361,Beach Road,Theft
2023-04-27 23:56:00,17.735134,83.288572,MVP Colony,Burglary
2023-11-11 06:26:00,17.79028,83.302492,Gajuwaka,Harassment
2023-07-27 16:28:00,17.801695,83.250857,Kancharapalem,Harassment
2023-12-22 09:09:00,17.723376,83.28675,NAD Junction,Chain Snatching
2023-11-28 19:59:00,17.716961,83.268796,Dwaraka Nagar,Chain Snatching
2023-01-14 14:17:00,17.831734,83.358406,Dwaraka Nagar,Assault
2023-04-05 19:49:00,17.737789,83.177564,Madhurawada,Theft
2023-05-06 21:34:00,17.806571,83.323671,Madhurawada,Harassment
2023-05-13 13:43:00,17.723214,83.245093,NAD Junction,Assault
2023-10-10 02:15:00,17.845051,83.197253,Kancharapalem,Assault
2023-05-22 22:21:00,17.813125,83.341995,Asilmetta,Theft
2023-07-03 22:00:00,17.791984,83.170247,KRM Colony,Theft
2023-06-12 04:42:00,17.775909,83.292213,Beach Road,Chain Snatching
2023-05-23 20:04:00,17.681251,83.254694,Madhurawada,Theft
2023-07-22 21:26:00,17.837578,83.207958,Dwaraka Nagar,Theft
2023-11-16 03:16:00,17.745201,83.355613,Dwaraka Nagar,Theft
2023-09-11 14:36:00,17.68679,83.320543,Seethammadhara,Theft
2023-03-16 07:32:00,17.775237,83.193322,Madhurawada,Chain Snatching
2023-11-23 01:58:00,17.75816,83.195174,NAD Junction,Burglary
2023-10-31 13:09:00,17.803895,83.218031,PM Palem,Theft
2023-01-11 10:56:00,17.712348,83.239969,Jagadamba Junction,Assault
2023-11-17 01:19:00,17.840633,83.349877,Dwaraka Nagar,Theft
2023-06-17 11:19:00,17.687724,83.299961,PM Palem,Vandalism
2023-10-08 18:09:00,17.705907,83.169499,Kurmannapalem,Theft
2023-07-21 19:13:00,17.765773,83.186139,Gopalapatnam,Assault
2023-01-09 03:06:00,17.703772,83.23293,NAD Junction,Theft
2023-08-22 16:55:00,17.841122,83.296665,Seethammadhara,Theft
2023-10-17 21:24:00,17.692483,83.240453,Kurmannapalem,Burglary
2023-10-06 13:44:00,17.785058,83.334054,Pedda Waltair,Chain Snatching
2023-06-23 07:43:00,17.737499,83.356914,Gopalapatnam,Theft
2023-01-30 10:05:00,17.733478,83.222807,Kancharapalem,Theft
2023-01-10 08:53:00,17.818148,83.204945,NAD Junction,Theft
2023-01-03 03:46:00,17.767384,83.281489,PM Palem,Chain Snatching
2023-09-19 13:16:00,17.682593,83.170762,Gopalapatnam,Assault
2023-01-09 17:41:00,17.790417,83.330564,KRM Colony,Vandalism
2023-09-20 11:19:00,17.784101,83.251792,Pedda Waltair,Vandalism
2023-10-14 18:29:00,17.732705,83.23282,MVP Colony,Theft
2023-10-16 22:05:00,17.697696,83.194041,Gopalapatnam,Theft
2023-06-01 09:46:00,17.842494,83.185825,KRM Colony,Assault
2023-05-20 15:18:00,17.724478,83.241977,Kancharapalem,Assault
2023-07-18 04:36:00,17.805616,83.193038,KRM Colony,Chain Snatching
2023-05-19 01:50:00,17.746001,83.263978,Kurmannapalem,Theft
2023-09-23 20:56:00,17.830719,83.346629,Beach Road,Theft
2023-04-02 01:54:00,17.733735,83.198273,Kancharapalem,Theft
2023-08-15 13:54:00,17.804794,83.271713,Beach Road,Harassment
2023-06-16 04:18:00,17.788434,83.342091,Madhurawada,Vandalism
2023-08-07 02:30:00,17.707706,83.189175,Dwaraka Nagar,Theft
2023-07-21 22:51:00,17.681174,83.249227,KRM Colony,Theft
2023-02-14 14:13:00,17.782939,83.294626,Beach Road,Burglary
2023-08-05 12:36:00,17.820453,83.200587,Kancharapalem,Burglary
2023-06-01 06:04:00,17.821868,83.310268,Madhurawada,Vandalism
2023-10-05 23:19:00,17.833466,83.336607,PM Palem,Drunk Driving
2023-08-26 03:08:00,17.696601,83.342976,Kancharapalem,Assault
2023-09-11 04:35:00,17.776577,83.285369,Jagadamba Junction,Theft
2023-07-17 19:29:00,17.716497,83.337951,Dwaraka Nagar,Theft
2023-11-06 12:30:00,17.8016,83.276303,Kurmannapalem,Theft
2023-01-23 20:11:00,17.705863,83.238102,Beach Road,Chain Snatching
2023-12-16 04:53:00,17.697622,83.196064,Kancharapalem,Theft
2023-05-31 18:27:00,17.815451,83.209423,Kurmannapalem,Vandalism
2023-12-10 00:42:00,17.760805,83.216809,MVP Colony,Chain Snatching
2023-07-20 15:00:00,17.718676,83.284671,Jagadamba Junction,Burglary
2023-11-08 17:26:00,17.737798,83.303541,MVP Colony,Assault
2023-09-24 22:36:00,17.722263,83.176016,Kurmannapalem,Burglary
2023-10-03 07:30:00,17.703028,83.210079,MVP Colony,Chain Snatching
2023-04-30 03:50:00,17.815805,83.169019,Dwaraka Nagar,Harassment
2023-02-18 18:35:00,17.770442,83.27409,NAD Junction,Chain Snatching
2023-12-03 13:51:00,17.769246,83.287514,Asilmetta,Theft
2023-12-12 09:09:00,17.699336,83.345997,Jagadamba Junction,Harassment
2023-04-25 08:32:00,17.70441,83.267672,Kancharapalem,Vandalism
2023-10-19 14:51:00,17.824359,83.225918,Dwaraka Nagar,Harassment
2023-02-14 18:50:00,17.694763,83.176622,Seethammadhara,Assault
2023-07-17 17:28:00,17.810498,83.262272,Asilmetta,Assault
2023-06-05 10:55:00,17.724972,83.286607,NAD Junction,Harassment
2023-03-19 16:02:00,17.84791,83.210103,Dwaraka Nagar,Burglary
2023-02-26 00:33:00,17.829962,83.279874,Jagadamba Junction,Theft
2023-09-12 14:52:00,17.814845,83.221859,Pedda Waltair,Harassment
2023-09-05 01:24:00,17.729187,83.327204,Jagadamba Junction,Assault
2023-07-29 08:51:00,17.735688,83.184493,MVP Colony,Chain Snatching
2023-06-19 13:56:00,17.775193,83.19066,Gopalapatnam,Theft
2023-10-31 23:04:00,17.713527,83.189587,PM Palem,Harassment
2023-05-16 22:43:00,17.794083,83.229014,Beach Road,Assault
2023-12-22 21:24:00,17.702434,83.257154,Gajuwaka,Vandalism
2023-06-16 16:01:00,17.812212,83.175185,Beach Road,Theft
2023-03-29 22:08:00,17.792944,83.192262,Dwaraka Nagar,Harassment
2023-06-16 20:23:00,17.800352,83.351734,Gajuwaka,Harassment
2023-12-03 03:32:00,17.840765,83.255162,Kancharapalem,Vandalism
2023-03-10 22:28:00,17.68621,83.311859,Jagadamba Junction,Theft
2023-07-16 21:46:00,17.846284,83.336337,Kancharapalem,Chain Snatching
2023-03-13 12:35:00,17.769258,83.24147,KRM Colony,Harassment
2023-09-03 12:49:00,17.785755,83.186018,PM Palem,Vandalism
2023-02-12 09:47:00,17.848199,83.233748,Madhurawada,Harassment
2023-11-09 08:36:00,17.689655,83.359192,Gopalapatnam,Theft
2023-09-10 12:05:00,17.843628,83.209591,Kurmannapalem,Assault
2023-06-10 00:40:00,17.788578,83.255594,Dwaraka Nagar,Drunk Driving
2023-03-10 15:37:00,17.777076,83.335189,Seethammadhara,Theft
2023-07-07 00:24:00,17.796733,83.342257,PM Palem,Vandalism
2023-08-07 20:40:00,17.783731,83.240628,Kancharapalem,Harassment
2023-09-07 21:30:00,17.685881,83.256155,Kancharapalem,Assault
2023-10-25 04:07:00,17.794077,83.212043,Pedda Waltair,Harassment
2023-06-20 02:14:00,17.787663,83.214778,Pedda Waltair,Theft
2023-06-24 04:21:00,17.786298,83.210904,Gopalapatnam,Assault
2023-07-24 06:53:00,17.822903,83.191232,PM Palem,Vandalism
2023-11-22 09:12:00,17.691109,83.199479,Jagadamba Junction,Chain Snatching
2023-12-24 15:24:00,17.825444,83.164438,Jagadamba Junction,Burglary
2023-07-29 22:41:00,17.749198,83.2221,Gajuwaka,Theft
2023-05-06 21:11:00,17.686933,83.264547,Jagadamba Junction,Harassment
2023-07-16 04:17:00,17.743357,83.299249,Gajuwaka,Assault
2023-04-13 11:12:00,17.839634,83.265452,Madhurawada,Vandalism
2023-04-20 07:02:00,17.818189,83.196746,Seethammadhara,Assault
2023-06-29 21:15:00,17.731054,83.173827,Seethammadhara,Vandalism
2023-12-20 15:59:00,17.839337,83.319721,Asilmetta,Assault
2023-08-23 13:28:00,17.736499,83.290908,Dwaraka Nagar,Harassment
2023-04-27 19:40:00,17.770093,83.182075,Dwaraka Nagar,Assault
2023-08-29 13:32:00,17.761342,83.171821,Dwaraka Nagar,Theft
2023-02-10 17:51:00,17.727814,83.324566,Jagadamba Junction,Burglary
2023-10-12 08:15:00,17.839199,83.175962,Kurmannapalem,Harassment
2023-09-01 08:21:00,17.719065,83.279275,Kurmannapalem,Theft
2023-07-08 19:37:00,17.78191,83.348153,Gopalapatnam,Theft
2023-12-10 06:41:00,17.782335,83.351064,KRM Colony,Theft
2023-06-17 08:01:00,17.788106,83.164129,Jagadamba Junction,Theft
2023-02-08 15:59:00,17.722038,83.322343,Seethammadhara,Drunk Driving
2023-01-15 12:48:00,17.683251,83.224004,Gopalapatnam,Assault
2023-03-16 19:49:00,17.737155,83.276103,Seethammadhara,Theft
2023-12-10 00:35:00,17.709664,83.164859,Seethammadhara,Drunk Driving
2023-04-21 10:58:00,17.74117,83.251158,PM Palem,Theft
2023-05-24 00:53:00,17.704318,83.235412,PM Palem,Harassment
2023-01-29 03:16:00,17.730536,83.21339,Gopalapatnam,Harassment
2023-04-23 11:30:00,17.763895,83.300347,MVP Colony,Vandalism
2023-04-21 12:18:00,17.772217,83.271597,Kancharapalem,Assault
2023-04-02 23:53:00,17.793569,83.288115,Beach Road,Theft
2023-01-08 06:24:00,17.714512,83.317675,Seethammadhara,Assault
2023-07-10 21:41:00,17.740094,83.327971,Kurmannapalem,Drunk Driving
2023-05-17 02:13:00,17.840088,83.267492,Jagadamba Junction,Assault
2023-02-22 14:29:00,17.835473,83.215974,Gopalapatnam,Chain Snatching
2023-11-21 02:26:00,17.846922,83.290629,Pedda Waltair,Burglary
2023-01-14 08:08:00,17.682866,83.253583,Asilmetta,Harassment
2023-10-10 15:28:00,17.792111,83.302168,PM Palem,Theft
2023-01-07 13:09:00,17.686367,83.251982,NAD Junction,Burglary
2023-02-09 08:35:00,17.786669,83.319313,NAD Junction,Vandalism
2023-01-02 21:17:00,17.681651,83.196511,Gajuwaka,Drunk Driving
2023-05-08 21:52:00,17.78081,83.161884,NAD Junction,Drunk Driving
2023-10-04 09:10:00,17.796128,83.161449,NAD Junction,Assault
2023-09-25 20:41:00,17.845078,83.178871,Seethammadhara,Burglary
2023-11-12 04:37:00,17.836175,83.324992,Seethammadhara,Chain Snatching
2023-06-04 07:40:00,17.801559,83.330567,Kurmannapalem,Theft
2023-12-07 03:07:00,17.784867,83.196959,Madhurawada,Harassment
2023-07-14 02:31:00,17.68982,83.192424,Kancharapalem,Vandalism
2023-01-11 02:45:00,17.703299,83.326455,Dwaraka Nagar,Theft
2023-10-21 16:39:00,17.828752,83.187949,MVP Colony,Burglary
2023-05-18 00:06:00,17.841805,83.286108,Seethammadhara,Assault
2023-12-03 04:17:00,17.715882,83.264975,Pedda Waltair,Assault
2023-09-26 23:03:00,17.722194,83.332282,Dwaraka Nagar,Chain Snatching
2023-12-19 12:51:00,17.814069,83.274955,Gajuwaka,Theft
2023-11-24 06:32:00,17.757167,83.349452,Seethammadhara,Burglary
2023-10-11 00:56:00,17.680929,83.315485,MVP Colony,Assault
2023-07-20 05:49:00,17.723557,83.354623,MVP Colony,Vandalism
2023-10-23 00:03:00,17.718901,83.314022,PM Palem,Burglary
2023-08-17 01:19:00,17.849081,83.299043,Gajuwaka,Harassment
2023-10-05 04:44:00,17.71427,83.35934,Gopalapatnam,Harassment
2023-07-07 21:10:00,17.754553,83.28997,Beach Road,Theft
2023-10-18 20:13:00,17.712537,83.174709,Asilmetta,Vandalism
2023-01-11 09:54:00,17.847107,83.211936,KRM Colony,Harassment
2023-09-03 18:23:00,17.724444,83.303178,Dwaraka Nagar,Theft
2023-07-08 04:06:00,17.716556,83.236047,NAD Junction,Vandalism
2023-07-30 21:48:00,17.732272,83.335406,Madhurawada,Harassment
2023-01-18 10:52:00,17.779238,83.291286,NAD Junction,Assault
2023-12-31 00:10:00,17.75364,83.309118,Jagadamba Junction,Harassment
2023-01-02 01:17:00,17.73101,83.241301,Gajuwaka,Theft
2023-10-13 04:03:00,17.70311,83.31895,Jagadamba Junction,Burglary
2023-05-05 02:10:00,17.805555,83.193549,Beach Road,Chain Snatching
2023-05-11 03:42:00,17.693214,83.198302,Gajuwaka,Burglary
2023-09-09 09:33:00,17.739654,83.163918,Madhurawada,Theft
2023-11-16 19:08:00,17.68156,83.339824,Dwaraka Nagar,Harassment
2023-07-14 05:06:00,17.821351,83.304912,NAD Junction,Burglary
2023-06-14 16:14:00,17.702951,83.262869,KRM Colony,Harassment
2023-01-08 12:05:00,17.828831,83.253382,Asilmetta,Harassment
2023-03-19 14:22:00,17.7507,83.29168,PM Palem,Assault
2023-05-03 08:44:00,17.684751,83.251598,NAD Junction,Vandalism
2023-06-29 06:14:00,17.848995,83.297372,Madhurawada,Vandalism
2023-12-06 10:44:00,17.815365,83.229216,Beach Road,Theft
2023-01-13 17:17:00,17.717712,83.279015,Pedda Waltair,Harassment
2023-12-19 15:58:00,17.683357,83.258685,PM Palem,Drunk Driving
2023-03-23 18:58:00,17.683981,83.249782,Dwaraka Nagar,Harassment
2023-03-24 00:00:00,17.716577,83.166655,Gopalapatnam,Vandalism
2023-03-05 07:35:00,17.739614,83.204741,MVP Colony,Harassment
2023-08-03 20:12:00,17.708678,83.299935,Gajuwaka,Chain Snatching
2023-03-13 06:52:00,17.847178,83.337326,Pedda Waltair,Assault
2023-11-30 12:17:00,17.843813,83.164238,Pedda Waltair,Chain Snatching
2023-08-23 00:49:00,17.818666,83.311697,Kurmannapalem,Chain Snatching
2023-01-27 01:08:00,17.727733,83.21876,Gajuwaka,Chain Snatching
2023-10-16 21:04:00,17.830372,83.161187,Dwaraka Nagar,Harassment
2023-07-08 02:46:00,17.702361,83.261443,Asilmetta,Assault
2023-05-19 05:48:00,17.823705,83.291844,Dwaraka Nagar,Assault
2023-09-07 22:37:00,17.824913,83.224269,MVP Colony,Harassment
2023-12-29 04:58:00,17.770918,83.278868,Gopalapatnam,Harassment
2023-05-09 11:19:00,17.815862,83.285798,Dwaraka Nagar,Theft
2023-12-23 14:34:00,17.690372,83.165881,Pedda Waltair,Harassment
2023-11-15 14:11:00,17.78119,83.219535,Seethammadhara,Theft
2023-08-09 20:21:00,17.82419,83.16475,Kurmannapalem,Burglary
2023-09-28 05:45:00,17.716518,83.3279,Pedda Waltair,Drunk Driving
2023-06-19 22:21:00,17.822812,83.25283,KRM Colony,Burglary
2023-04-30 00:38:00,17.71188,83.30254,Madhurawada,Vandalism
2023-12-12 12:02:00,17.796983,83.175602,Seethammadhara,Vandalism
2023-08-24 01:18:00,17.82621,83.241984,NAD Junction,Vandalism
2023-08-31 07:27:00,17.764579,83.350579,Asilmetta,Theft
2023-08-30 08:14:00,17.848733,83.191445,PM Palem,Harassment
2023-06-05 12:57:00,17.833997,83.330324,Gajuwaka,Assault
2023-02-02 12:19:00,17.793949,83.226956,Madhurawada,Harassment
2023-04-09 23:23:00,17.788145,83.233547,NAD Junction,Theft
2023-03-22 19:03:00,17.792855,83.355756,Gajuwaka,Assault
2023-10-08 05:16:00,17.789947,83.292856,Dwaraka Nagar,Chain Snatching
2023-07-25 06:55:00,17.730921,83.192852,Gajuwaka,Vandalism
2023-06-04 22:40:00,17.771674,83.260348,Dwaraka Nagar,Harassment
2023-12-15 10:42:00,17.770307,83.311751,MVP Colony,Vandalism
2023-02-08 08:20:00,17.780891,83.21694,Kancharapalem,Assault
2023-11-04 19:41:00,17.780941,83.186781,Seethammadhara,Drunk Driving
2023-02-01 16:21:00,17.707549,83.273893,Dwaraka Nagar,Harassment
2023-07-11 17:03:00,17.790254,83.197909,Jagadamba Junction,Theft
2023-01-05 22:33:00,17.764364,83.33147,Beach Road,Theft
2023-03-04 02:43:00,17.748709,83.319931,PM Palem,Assault
2023-09-23 14:26:00,17.78949,83.187427,Jagadamba Junction,Theft
2023-12-25 06:27:00,17.721874,83.256424,NAD Junction,Burglary
2023-03-30 08:21:00,17.704385,83.345772,PM Palem,Chain Snatching
2023-03-30 22:10:00,17.764943,83.353481,Kurmannapalem,Harassment
2023-08-08 00:42:00,17.712265,83.322265,PM Palem,Burglary
2023-10-24 11:48:00,17.758428,83.347071,Dwaraka Nagar,Assault
2023-02-23 16:53:00,17.841888,83.171091,Gajuwaka,Assault
2023-01-03 00:15:00,17.819493,83.296312,PM Palem,Theft
2023-06-14 10:29:00,17.820311,83.235016,Pedda Waltair,Chain Snatching
2023-12-07 05:19:00,17.77512,83.328075,MVP Colony,Harassment
2023-07-23 13:52:00,17.700842,83.332313,Gajuwaka,Drunk Driving
2023-08-30 11:59:00,17.683432,83.310763,Beach Road,Burglary
2023-05-05 15:17:00,17.752879,83.164396,Jagadamba Junction,Harassment
2023-07-09 19:36:00,17.813732,83.265494,KRM Colony,Theft
2023-07-03 17:35:00,17.83698,83.316745,Beach Road,Vandalism
2023-05-06 12:26:00,17.825582,83.327794,Seethammadhara,Vandalism
2023-07-26 07:12:00,17.764737,83.264957,PM Palem,Chain Snatching
2023-10-20 00:33:00,17.776584,83.214959,Kancharapalem,Assault
2023-07-16 01:27:00,17.821025,83.230101,NAD Junction,Harassment
2023-12-21 08:39:00,17.843836,83.304354,MVP Colony,Vandalism
2023-09-06 03:00:00,17.775154,83.178774,Kancharapalem,Vandalism
2023-11-20 21:01:00,17.683287,83.351734,Jagadamba Junction,Theft
2023-02-26 00:14:00,17.720175,83.194477,Madhurawada,Theft
2023-09-18 17:19:00,17.830425,83.27339,Madhurawada,Theft
2023-07-08 07:36:00,17.811563,83.324813,Dwaraka Nagar,Theft
2023-08-20 20:48:00,17.835564,83.276596,PM Palem,Assault
2023-06-01 18:08:00,17.790572,83.173157,Gopalapatnam,Vandalism
2023-05-31 19:57:00,17.809346,83.187505,Gopalapatnam,Assault
2023-10-22 17:26:00,17.738522,83.210954,Seethammadhara,Harassment
2023-01-25 22:32:00,17.798616,83.26182,NAD Junction,Chain Snatching
2023-11-15 18:59:00,17.758752,83.163909,Beach Road,Burglary
2023-10-31 02:09:00,17.75757,83.275449,Asilmetta,Theft
2023-06-24 17:36:00,17.758428,83.205612,MVP Colony,Vandalism
2023-04-22 22:07:00,17.847438,83.331446,Jagadamba Junction,Burglary
2023-12-23 23:31:00,17.698164,83.286053,Dwaraka Nagar,Burglary
2023-09-18 01:43:00,17.829149,83.309812,Asilmetta,Harassment
2023-11-15 02:58:00,17.810279,83.202831,NAD Junction,Theft
2023-07-19 20:19:00,17.706578,83.218751,MVP Colony,Harassment
2023-01-30 22:04:00,17.819311,83.26923,Dwaraka Nagar,Assault
2023-05-03 14:43:00,17.832132,83.33458,Jagadamba Junction,Vandalism
2023-01-11 11:05:00,17.792338,83.255613,NAD Junction,Harassment
2023-06-09 11:33:00,17.692549,83.227154,PM Palem,Assault
2023-02-02 03:56:00,17.834818,83.198218,PM Palem,Vandalism
2023-07-01 17:00:00,17.839122,83.309511,Asilmetta,Theft
2023-12-06 15:08:00,17.726438,83.222334,Kurmannapalem,Chain Snatching
2023-09-08 04:36:00,17.792989,83.175939,PM Palem,Drunk Driving
2023-07-01 20:00:00,17.722197,83.268515,NAD Junction,Harassment
2023-05-16 09:25:00,17.685823,83.205551,Beach Road,Assault
2023-02-05 05:56:00,17.821539,83.240837,KRM Colony,Assault
2023-05-14 18:09:00,17.769267,83.353023,Jagadamba Junction,Burglary
2023-09-12 04:00:00,17.710989,83.234127,Seethammadhara,Drunk Driving
2023-05-29 19:23:00,17.836685,83.275055,MVP Colony,Theft
2023-02-23 23:29:00,17.687976,83.301778,Dwaraka Nagar,Drunk Driving
2023-06-24 12:22:00,17.79805,83.288348,KRM Colony,Theft
2023-03-08 06:05:00,17.843181,83.305624,Seethammadhara,Theft
2023-11-21 04:49:00,17.780874,83.173182,Gopalapatnam,Assault
2023-12-20 16:55:00,17.725431,83.213488,PM Palem,Assault
2023-03-16 19:00:00,17.757094,83.160583,Asilmetta,Chain Snatching
2023-12-14 20:07:00,17.841024,83.281056,PM Palem,Burglary
2023-11-15 14:50:00,17.830484,83.273434,Pedda Waltair,Harassment
2023-07-14 01:05:00,17.793899,83.309206,NAD Junction,Vandalism
2023-05-31 00:31:00,17.819197,83.324269,Beach Road,Vandalism
2023-08-25 23:55:00,17.793076,83.339995,PM Palem,Drunk Driving
2023-12-28 04:23:00,17.715596,83.24372,Gopalapatnam,Theft
2023-08-12 18:23:00,17.778277,83.259965,Asilmetta,Drunk Driving
2023-09-06 21:22:00,17.792443,83.254287,Asilmetta,Assault
2023-06-23 00:50:00,17.683542,83.286005,PM Palem,Harassment
2023-01-28 11:24:00,17.834597,83.314417,NAD Junction,Theft
2023-06-14 15:45:00,17.753366,83.336408,NAD Junction,Theft
2023-07-23 10:11:00,17.759126,83.324261,Beach Road,Harassment
2023-08-11 07:35:00,17.703092,83.204148,Gajuwaka,Chain Snatching
2023-11-01 09:38:00,17.748648,83.188084,MVP Colony,Drunk Driving
2023-01-12 22:12:00,17.796337,83.185079,Jagadamba Junction,Burglary
