latitude,longitude,date_time,crime_type,label
17.685619505123505,83.22001472418468,2024-12-28 20:19:00,Snatching,1
17.705195300546226,83.29622150069959,2024-02-13 16:27:00,None,0
17.72210037708119,83.30320448000154,2023-05-10 09:33:00,Assault,1
17.74279881682769,83.31509644044871,2023-05-06 07:53:00,None,0
17.71881832464335,83.31911214704158,2024-12-13 08:52:00,Assault,1
17.72112218424453,83.32195613768019,2024-03-14 13:03:00,Snatching,1
17.687134593021668,83.21956579546892,2023-10-15 12:06:00,None,0
17.688030237335433,83.2180516026866,2023-11-26 00:31:00,Harassment,1
17.72318724285013,83.30069321175807,2023-01-01 01:59:00,None,0
17.719406730396436,83.31899083773702,2024-04-08 15:32:00,None,0
17.720590830902953,83.3194418418198,2023-11-05 02:59:00,None,0
17.71777438756294,83.31901485791376,2023-01-30 23:52:00,None,0
17.70414414206974,83.29664791484488,2024-06-03 14:07:00,None,0
17.688604050627916,83.21818767011001,2023-03-10 08:28:00,Theft,1
17.72043977593295,83.32161116156584,2023-06-29 03:23:00,None,0
17.689831181350943,83.21684554549624,2024-10-15 03:45:00,None,0
17.744204858876518,83.31553171983168,2023-09-10 13:25:00,None,0
17.704920414745636,83.2977851872062,2024-03-19 03:59:00,None,0
17.68882561966927,83.22020652839382,2024-09-10 21:06:00,None,0
17.687452698726364,83.2169225551088,2023-10-13 10:49:00,None,0
17.741137989875273,83.31515426167587,2024-08-29 04:16:00,None,0
17.720047835711796,83.32179023072668,2024-03-29 10:40:00,Theft,1
17.74449172951809,83.3157583337079,2024-08-15 21:59:00,Vandalism,1
17.687816087861517,83.2171159957006,2023-11-17 09:45:00,None,0
17.685849749217248,83.21985890070556,2024-11-25 02:36:00,Snatching,1
17.7186248525351,83.31882451681025,2024-02-14 13:36:00,Vandalism,1
17.689147358277687,83.21899162563875,2024-01-13 13:57:00,Vandalism,1
17.688058735755806,83.21669750442243,2023-06-26 16:55:00,Assault,1
17.718484577815737,83.32177667737076,2024-03-11 10:43:00,None,0
17.71970231535538,83.31989891860214,2024-07-07 22:02:00,None,0
17.685952043125816,83.21726880519002,2024-03-22 00:10:00,None,0
17.688620806123893,83.21887681703741,2024-05-06 14:40:00,None,0
17.686868851570136,83.21885125342585,2024-11-22 00:29:00,None,0
17.70414260633662,83.29735207761809,2023-02-16 16:06:00,None,0
17.686479628472785,83.22005885408264,2023-03-20 06:43:00,None,0
17.7205670266756,83.30150496169513,2023-01-17 14:11:00,None,0
17.6867036442209,83.2199174058782,2024-07-06 18:30:00,None,0
17.72127100755117,83.31985072594969,2023-06-18 21:17:00,Vandalism,1
17.68830478494487,83.21948010397287,2023-04-15 04:29:00,None,0
17.742414882548584,83.31436913944907,2024-03-19 06:25:00,None,0
17.72120495926514,83.30146829699014,2023-08-30 16:05:00,None,0
17.720188185052947,83.31877936908623,2023-06-13 07:29:00,None,0
17.718079534826114,83.32150736908288,2023-10-17 12:32:00,None,0
17.684870595193164,83.22014841301993,2024-05-08 02:21:00,None,0
17.719286386880505,83.31940098016412,2023-02-12 03:02:00,None,0
17.72051244390047,83.3014345706313,2023-01-04 19:48:00,None,0
17.74160930540202,83.31555958310214,2023-08-19 23:58:00,Snatching,1
17.72168366007275,83.30206587266514,2024-10-03 12:16:00,Vandalism,1
17.68727629873985,83.2176806044497,2023-05-25 22:25:00,Theft,1
17.72298222420559,83.30331386200875,2023-12-23 02:20:00,Snatching,1
17.6868697491209,83.21680880626212,2024-02-14 18:58:00,None,0
17.688425825982556,83.21729447553281,2023-05-07 17:03:00,Vandalism,1
17.72224519459768,83.29964635463612,2024-08-11 16:24:00,None,0
17.743966498497944,83.31514623879877,2023-02-10 11:25:00,None,0
17.689782749445545,83.21745878103034,2023-04-08 12:44:00,None,0
17.722671050102424,83.30312116226943,2024-10-13 23:43:00,Theft,1
17.72150711868123,83.30088006344337,2023-08-26 06:19:00,Theft,1
17.7210152026584,83.30254168949924,2024-11-04 04:09:00,None,0
17.689919713739297,83.21852459324296,2023-09-20 01:05:00,None,0
17.719953826789258,83.31975341186524,2024-05-31 09:27:00,None,0
17.68631263604122,83.21760569980522,2024-06-09 17:41:00,None,0
17.741697092235018,83.31417763712143,2023-05-06 07:26:00,Snatching,1
17.70469762046453,83.29850205954035,2023-11-23 05:03:00,Vandalism,1
17.687147820342283,83.21877030971007,2024-07-04 09:20:00,None,0
17.718960034428854,83.3210177616079,2024-01-17 22:48:00,None,0
17.68529512644541,83.21873741129295,2023-11-13 17:41:00,None,0
17.74128321373635,83.31444459189645,2023-07-20 07:20:00,Snatching,1
17.741643015583797,83.31372154515466,2024-04-30 01:41:00,None,0
17.687626089071454,83.21841313098763,2023-05-07 08:54:00,None,0
17.70500749534342,83.29960076570248,2024-06-20 22:24:00,None,0
17.719627669437124,83.30014394709238,2023-05-04 19:46:00,Theft,1
17.686591618280517,83.21729216606299,2023-10-17 10:08:00,Assault,1
17.70303215770397,83.29833827957286,2024-01-31 09:13:00,None,0
17.71999604122945,83.30264666608797,2024-08-12 06:44:00,Snatching,1
17.744446138538876,83.31483659553963,2023-12-30 11:19:00,Theft,1
17.688748543119424,83.21906038802311,2024-01-02 21:48:00,Assault,1
17.686463314272228,83.21771602478316,2023-10-25 23:02:00,Harassment,1
17.719811577610354,83.3033234530363,2023-06-27 21:42:00,None,0
17.70218663151219,83.29626674473937,2024-03-18 04:40:00,None,0
17.70458291967181,83.29831223539628,2023-01-02 14:53:00,None,0
17.705844991397647,83.29747831062703,2023-05-08 14:23:00,None,0
17.687219275390184,83.22045060766786,2024-11-02 00:49:00,None,0
17.688666480892486,83.22032676401251,2024-08-01 20:37:00,Assault,1
17.703999416496835,83.29668538675796,2023-11-21 17:27:00,None,0
17.721289824172043,83.3211802643277,2024-03-03 04:18:00,None,0
17.68694568766881,83.21658507479087,2023-12-01 18:24:00,None,0
17.721087119421043,83.31972847932255,2024-06-24 01:12:00,Theft,1
17.704402728387773,83.29841327122408,2024-01-06 23:54:00,None,0
17.705333657977516,83.29658459072216,2024-09-20 20:19:00,None,0
17.687160787121154,83.21924009550227,2024-10-27 05:09:00,None,0
17.717676455976214,83.31975487480072,2024-07-14 02:31:00,None,0
17.719426846514928,83.32003388729305,2023-04-25 05:27:00,None,0
17.74185779853471,83.31380658041817,2024-03-08 06:18:00,None,0
17.702371578614112,83.29630627970405,2024-05-23 02:59:00,Assault,1
17.686786542403368,83.21882070497315,2024-09-06 21:03:00,Harassment,1
17.705061425572,83.29948668971674,2023-06-18 04:08:00,Theft,1
17.74315675434783,83.3133678434802,2024-04-30 16:18:00,Vandalism,1
17.685015990136463,83.22010170151029,2024-07-08 16:06:00,None,0
17.704413214144843,83.29776598472958,2023-06-29 16:58:00,Theft,1
17.68483690056895,83.2179429101262,2024-03-03 01:49:00,Assault,1
17.74423517000048,83.31478702787307,2023-01-29 04:09:00,None,0
17.6899518023165,83.21740325926663,2024-02-22 22:48:00,Harassment,1
17.703046974663245,83.29599164334464,2023-12-08 16:50:00,None,0
17.72029695013026,83.2999678793713,2023-10-02 08:30:00,None,0
17.72176836853666,83.30045029349283,2024-05-29 03:28:00,None,0
17.721259445838076,83.30249017407998,2023-12-05 21:45:00,Vandalism,1
17.703635962194824,83.29614014206012,2024-09-09 03:24:00,None,0
17.686011199927883,83.21975252991838,2024-09-08 23:31:00,None,0
17.703943090818193,83.2988953522113,2023-05-20 00:18:00,Vandalism,1
17.74354761449845,83.31355789513104,2024-03-06 02:03:00,None,0
17.74238735183064,83.31593547268757,2023-11-17 20:15:00,None,0
17.689058757516577,83.21889504995205,2023-07-18 20:11:00,None,0
17.687041115814324,83.2176475407583,2024-11-12 04:38:00,None,0
17.744707283573486,83.3160047944114,2023-06-17 11:42:00,Snatching,1
17.689587457120975,83.21698113270575,2023-07-13 15:32:00,None,0
17.719900490473584,83.3000534967272,2024-09-09 19:54:00,Snatching,1
17.68846990009635,83.21811509540879,2024-08-17 11:37:00,None,0
17.72101724182683,83.30074830622607,2023-05-16 09:03:00,None,0
17.723236441424138,83.30307205948985,2024-01-13 17:00:00,None,0
17.68859985720473,83.220069424308,2023-08-08 03:29:00,Theft,1
17.68518959624833,83.21766230769651,2023-04-20 10:38:00,None,0
17.686103889257286,83.21729500558219,2024-03-31 18:37:00,None,0
17.719398584837016,83.32128331798937,2023-12-04 16:26:00,None,0
17.720731707337492,83.31900495936884,2024-02-22 05:32:00,Snatching,1
17.70368419730438,83.2979756861632,2024-12-03 10:21:00,None,0
17.70295368332428,83.29654597155059,2024-01-06 13:30:00,None,0
17.720692279795784,83.32223773162991,2023-06-06 22:13:00,None,0
17.72059077177289,83.3201638786814,2024-08-07 11:53:00,None,0
17.71918197374544,83.3224732412689,2024-03-02 05:09:00,None,0
17.719984302139494,83.3003428564676,2023-01-17 00:18:00,Theft,1
17.72334897211232,83.30226412551625,2023-12-07 14:09:00,None,0
17.74503208778863,83.314466519219,2023-10-07 07:42:00,None,0
17.74114407857598,83.3143110462795,2023-05-04 18:24:00,None,0
17.743573915454736,83.31533478924791,2024-05-27 11:22:00,None,0
17.743866869713322,83.31672864985202,2023-04-03 08:20:00,None,0
17.720963277535468,83.32010524919953,2023-06-25 06:22:00,Harassment,1
17.688717832534675,83.21990237532464,2023-12-17 19:46:00,Vandalism,1
17.686463549477565,83.2181545594149,2024-02-24 22:00:00,Harassment,1
17.70302681724121,83.29836104388554,2023-01-31 23:10:00,None,0
17.68705977056399,83.2192127904986,2023-02-27 16:19:00,None,0
17.70465632513933,83.29967250410476,2023-02-08 09:43:00,Harassment,1
17.71942141977266,83.32216509780044,2024-06-09 18:52:00,Harassment,1
17.72289108184664,83.30312438629583,2024-10-01 07:21:00,Harassment,1
17.70509894456452,83.29722462227177,2024-10-16 22:43:00,None,0
17.687608370489492,83.22025160613434,2024-03-23 20:18:00,None,0
17.74207260991149,83.31628810233605,2024-09-27 14:11:00,None,0
17.742576891574295,83.31529554054642,2023-05-11 09:03:00,None,0
17.74339165310795,83.31447886969468,2023-04-06 17:24:00,Harassment,1
17.6862863691401,83.21910099337327,2024-08-26 16:38:00,None,0
17.704975483348345,83.2965107945264,2023-10-15 22:18:00,Theft,1
17.74413963712548,83.31702531358516,2024-11-26 15:20:00,None,0
17.719887454546903,83.30041717461656,2024-09-10 03:33:00,None,0
17.718107561321233,83.32237854666757,2023-05-22 03:54:00,None,0
17.74464596282154,83.31337555996708,2023-12-19 10:05:00,Snatching,1
17.74424218437601,83.31501372805282,2024-04-02 23:50:00,None,0
17.720805465878694,83.30203260483864,2024-04-01 11:05:00,None,0
17.686551076397176,83.21794585286841,2023-12-26 10:51:00,Vandalism,1
17.743464157102245,83.31554598117278,2024-02-14 15:32:00,None,0
17.687265146428057,83.22014354562258,2023-05-08 12:00:00,None,0
17.72038318869928,83.29980207925658,2023-12-01 16:44:00,None,0
17.743387059017703,83.31326112856635,2023-04-23 03:23:00,None,0
17.689326921766114,83.216646924375,2024-04-05 20:43:00,None,0
17.71950351121444,83.32176738811857,2024-10-03 20:38:00,None,0
17.686297202322212,83.2180536791432,2023-10-16 08:35:00,Snatching,1
17.68549963163591,83.21767644930426,2023-06-14 05:07:00,Vandalism,1
17.68796455670959,83.22014101439024,2024-07-06 15:18:00,Snatching,1
17.722841009344258,83.30180600154911,2023-10-29 14:09:00,None,0
17.741665322262143,83.31556595388169,2024-08-30 07:05:00,None,0
17.720603407386893,83.31934106406031,2023-09-26 13:03:00,Harassment,1
17.741187827873638,83.31339430387874,2023-04-14 15:50:00,None,0
17.68599808359037,83.22037771101105,2023-12-14 05:39:00,None,0
17.72012101048223,83.30205276644587,2024-05-24 06:38:00,Theft,1
17.718828294060536,83.32022523435522,2023-10-22 23:31:00,None,0
17.7189898487298,83.32095253711697,2023-10-20 14:10:00,None,0
17.719696463278815,83.32061854688173,2024-03-15 19:07:00,Snatching,1
17.704617888318268,83.2991773164064,2023-11-27 22:06:00,None,0
17.685527112142296,83.21656309314713,2023-10-24 09:36:00,Theft,1
17.68814469761521,83.21929746199983,2024-09-02 18:40:00,None,0
17.721071723730834,83.32204174206076,2023-06-16 01:45:00,Vandalism,1
17.721365396193054,83.30146081881438,2023-09-16 15:25:00,Vandalism,1
17.70511820108582,83.29882948325645,2023-11-05 21:00:00,None,0
17.70318672810677,83.29621910356389,2023-05-15 15:00:00,Snatching,1
17.744067572803587,83.31640255727139,2024-05-28 23:59:00,None,0
17.70498845147799,83.29874954396882,2023-03-20 02:32:00,None,0
17.685133016304516,83.2175167175733,2023-06-17 12:29:00,None,0
17.68759023198926,83.21936385508937,2023-02-27 21:23:00,None,0
17.689937054151926,83.21905374441732,2023-08-03 00:12:00,None,0
17.702592451410347,83.29815700461155,2024-05-08 01:27:00,Assault,1
17.686059594239985,83.21937930739671,2024-08-04 01:51:00,None,0
17.686387594408757,83.21768939413111,2024-08-25 08:49:00,None,0
17.72117307591667,83.29996889896556,2023-10-09 10:21:00,Vandalism,1
17.685028234700592,83.21966236255302,2023-02-13 19:41:00,None,0
17.721919393639517,83.30259873036131,2023-05-04 15:47:00,Assault,1
17.68680009770944,83.21918240259146,2023-07-30 18:57:00,None,0
17.719150148515507,83.3215434411278,2024-06-30 03:49:00,Assault,1
17.722090560793845,83.29996291801976,2024-01-03 09:15:00,None,0
17.688600695997266,83.2172635498271,2024-08-10 14:39:00,Theft,1
17.72316705602853,83.30004388726331,2023-11-04 21:25:00,Snatching,1
17.71839134619683,83.32248038678645,2024-03-19 10:02:00,Vandalism,1
17.68987457467928,83.2166033650553,2023-02-28 20:47:00,Harassment,1
17.687583756022583,83.21660759749231,2024-01-01 14:35:00,Harassment,1
17.742199859299745,83.31683990357351,2023-09-24 21:03:00,None,0
17.689467497031835,83.21695915382799,2024-06-08 04:13:00,None,0
17.688965139045603,83.2169573057377,2024-05-12 06:44:00,None,0
17.719002877392942,83.32151050473462,2023-12-14 07:26:00,None,0
17.686593024672717,83.21911310751287,2023-08-01 01:11:00,None,0
17.71830009457179,83.32148084538625,2023-07-21 21:21:00,None,0
17.686511665121888,83.22022593387787,2024-09-19 02:22:00,None,0
17.72131788274338,83.30110821825932,2024-04-09 02:36:00,Harassment,1
17.74458102287988,83.3169861536704,2024-05-21 21:34:00,None,0
17.722835354131213,83.29980368872087,2023-10-29 18:53:00,None,0
17.72182947618343,83.30289137089189,2023-04-18 10:33:00,None,0
17.741447455318703,83.31364727214554,2024-03-18 15:16:00,None,0
17.71951801982063,83.3192141657232,2023-06-28 10:54:00,None,0
17.684805842074187,83.21727367655002,2024-03-05 18:21:00,Snatching,1
17.721943005601457,83.30011686133757,2024-10-02 03:39:00,None,0
17.687704068395284,83.21666175235848,2023-07-10 13:40:00,None,0
17.72339158414048,83.30344478474888,2023-01-31 10:56:00,None,0
17.703143524420277,83.29703816498184,2023-02-03 10:26:00,None,0
17.718427986894593,83.31958421586774,2024-12-18 18:55:00,None,0
17.720779481315518,83.32188203978181,2023-12-13 23:09:00,Vandalism,1
17.686781628518595,83.21730148761394,2023-02-25 13:22:00,None,0
17.744497800243945,83.314245870365,2023-08-08 12:27:00,Snatching,1
17.687567138193035,83.21998776242805,2024-05-18 02:50:00,None,0
17.687093459727382,83.21876571317915,2023-04-08 18:21:00,None,0
17.68644126481988,83.22025767288565,2023-05-14 19:43:00,None,0
17.70510430055757,83.29912485819908,2023-10-10 13:50:00,Vandalism,1
17.74125212502578,83.31465225539758,2023-04-22 03:14:00,Vandalism,1
17.741797981272544,83.31658495672995,2023-05-11 07:40:00,None,0
17.68831151795313,83.21659956748478,2023-04-21 14:14:00,None,0
17.719607345716806,83.31855748407156,2023-08-03 06:43:00,None,0
17.70297301967942,83.29674338365888,2024-06-09 06:16:00,None,0
17.741818071823225,83.31469286456354,2023-02-05 08:26:00,None,0
17.742462383911597,83.31448546525904,2024-07-25 00:21:00,None,0
17.71939267929119,83.32156032455968,2023-12-27 17:27:00,None,0
17.718526477343683,83.32099272117375,2023-08-18 00:12:00,Harassment,1
17.68616782234768,83.21936943078721,2024-03-26 18:20:00,None,0
17.719799993156133,83.30020960562726,2023-08-02 19:38:00,None,0
17.702924919600864,83.29634484104777,2023-02-10 04:36:00,None,0
17.703515312378293,83.29907695713139,2023-04-10 17:40:00,None,0
17.688039411802457,83.21652144394082,2024-09-04 22:47:00,None,0
17.743885737174413,83.31601798491435,2023-08-22 13:22:00,Harassment,1
17.71925448737249,83.32125395758057,2023-12-23 16:45:00,None,0
17.719715528381666,83.3220090083672,2024-08-23 13:18:00,None,0
17.7192596533325,83.32229657203774,2024-11-12 21:15:00,Assault,1
17.703957733278973,83.2973603073733,2023-03-09 03:30:00,Vandalism,1
17.723464080404472,83.30081304033082,2023-05-01 11:19:00,None,0
17.719553788892522,83.3028279449803,2023-03-19 00:46:00,Theft,1
17.68496171932713,83.22007151890725,2024-11-13 18:05:00,Harassment,1
17.719745928135364,83.31979854056195,2023-05-17 13:57:00,None,0
17.68863679103626,83.21858134399179,2023-02-22 19:30:00,None,0
17.72138765417589,83.29996386576151,2023-06-20 18:40:00,None,0
17.719911187867677,83.32000148656296,2024-12-05 19:11:00,None,0
17.71824481906283,83.32241297706898,2023-12-30 20:19:00,None,0
17.689714509212692,83.21855118270086,2024-12-14 00:56:00,None,0
17.742300988702873,83.31505634982925,2024-05-06 11:31:00,Harassment,1
17.688719291265787,83.21811193735644,2023-01-20 01:03:00,Vandalism,1
17.68750954736334,83.2169280355507,2023-08-18 10:46:00,Snatching,1
17.742054301167155,83.3140747642442,2024-02-15 18:26:00,None,0
17.704589459423747,83.29751240798012,2023-12-04 01:41:00,None,0
17.741537923355704,83.31336563374242,2024-08-09 18:20:00,Theft,1
17.718668514750373,83.32227162502248,2024-03-10 13:45:00,Snatching,1
17.719570559717237,83.31971896545515,2023-11-11 22:10:00,Harassment,1
17.68649713455412,83.21758431176046,2023-07-26 09:10:00,Assault,1
17.6873290901064,83.22033529554746,2023-11-07 12:03:00,None,0
17.722513875219406,83.30329806341027,2023-10-23 08:38:00,None,0
17.742117573205135,83.31578010374771,2023-06-26 08:16:00,Harassment,1
17.743609020435077,83.31665441656418,2024-06-15 18:25:00,Assault,1
17.7037568915985,83.29961343447658,2024-02-20 13:09:00,Vandalism,1
17.705695102676238,83.29670839507013,2024-08-03 03:15:00,Theft,1
17.70301734906177,83.29617165594276,2023-02-14 18:22:00,Harassment,1
17.686262237899314,83.21822805966953,2024-05-22 05:11:00,Vandalism,1
